,name,price,first_name,last_name,above_100
2179,Jay Williams,79.94308127,Jay,Williams,False
2180,Jeffery Rodriguez,140.5724463,Jeffery,Rodriguez,True
2181,Margaret Guzman,144.9516578,Margaret,Guzman,True
2182,Lori Willis,62.89859668,Lori,Willis,False
2183,John Fernandez,92.39138123,John,Fernandez,False
2184,Christina Valdez,34.79769663,Christina,Valdez,False
2185,Courtney Simpson,206.6190208,Courtney,Simpson,True
2186,Timothy Martin,56.97751421,Timothy,Martin,False
2187,Kelly Scott,193.5473188,Kelly,Scott,True
2188,Joseph Ward,278.1452957,Joseph,Ward,True
2189,Brady Gonzalez,89.04686427,Brady,Gonzalez,False
2190,Linda Mcdonald,72.98192728,Linda,Mcdonald,False
2191,Donna Yates,185.7064263,Donna,Yates,True
2192,Kimberly Hopkins,32.99371036,Kimberly,Hopkins,False
2193,Aaron Keith,93.45217678,Aaron,Keith,False
2194,Nicholas Cook,239.5443331,Nicholas,Cook,True
2195,Erica Gonzales,256.3869829,Erica,Gonzales,True
2196,Brian Rodriguez,254.0780035,Brian,Rodriguez,True
2197,Melissa Schultz,213.8497013,Melissa,Schultz,True
2198,Nancy Williams,106.037426,Nancy,Williams,True
2199,Kathryn Barrera,144.2003993,Kathryn,Barrera,True
2200,William King,114.532112,William,King,True
2201,Kristen Martin,184.1094951,Kristen,Martin,True
2202,Christopher Lester,254.1517749,Christopher,Lester,True
2203,Kathleen Robinson,53.27806013,Kathleen,Robinson,False
2204,Katherine Ward,203.2804999,Katherine,Ward,True
2205,Angelica Delgado,130.5978877,Angelica,Delgado,True
2206,Stephanie Robertson,64.64383194,Stephanie,Robertson,False
2207,William Burke,46.83880636,William,Burke,False
2208,Michele Hurley,253.7627973,Michele,Hurley,True
2209,Ashley Rogers,29.59477039,Ashley,Rogers,False
2210,Jennifer Kim,38.39507814,Jennifer,Kim,False
2211,Corey Roth,280.8129961,Corey,Roth,True
2212,Rickey Hill,123.5201579,Rickey,Hill,True
2213,Erika Stewart,150.8065512,Erika,Stewart,True
2214,Gabriella Conner,21.78225763,Gabriella,Conner,False
2215,Madison Owen,286.0425507,Madison,Owen,True
2216,Alicia Kaufman,90.03073312,Alicia,Kaufman,False
2217,Gregory Allen,248.5457791,Gregory,Allen,True
2218,Emma Morse,161.2727113,Emma,Morse,True
2219,Alicia Dean,120.5429815,Alicia,Dean,True
2220,Christina Johnson,96.86483873,Christina,Johnson,False
2221,Emily Acevedo,51.02606455,Emily,Acevedo,False
2222,Valerie Boyd,39.18119887,Valerie,Boyd,False
2223,Harold Lucero,290.114557,Harold,Lucero,True
2224,Sabrina Marshall,109.3913936,Sabrina,Marshall,True
2225,Jimmy Hall,193.2981341,Jimmy,Hall,True
2226,Trevor Daniels,59.86150113,Trevor,Daniels,False
2227,Kelli Wells,94.14928468,Kelli,Wells,False
2228,Amanda Gay,27.71402088,Amanda,Gay,False
2229,Lindsay Barnett,92.90006917,Lindsay,Barnett,False
2230,Gregory Jones,221.9075644,Gregory,Jones,True
2231,Gary Murphy,6.925016621,Gary,Murphy,False
2232,Ashley Marsh,100.2987897,Ashley,Marsh,True
2233,Nathan Archer,45.596339,Nathan,Archer,False
2234,Michael Jones,234.5304102,Michael,Jones,True
2235,Diane Herrera,216.0941981,Diane,Herrera,True
2236,Andrew Gibson,51.91337241,Andrew,Gibson,False
2237,Tyler Morris,160.4872869,Tyler,Morris,True
2238,Cassandra Lewis,170.1509277,Cassandra,Lewis,True
2239,Ian Deleon,137.4098537,Ian,Deleon,True
2240,Calvin Mcgrath,176.1841431,Calvin,Mcgrath,True
2241,Michael Kline,221.2673216,Michael,Kline,True
2242,Stephanie Lee,256.0171685,Stephanie,Lee,True
2243,Jay Merritt,287.8232441,Jay,Merritt,True
2244,Katherine Patrick,259.2662024,Katherine,Patrick,True
2245,David Mckinney,232.124171,David,Mckinney,True
2246,Darren Hale,159.9087016,Darren,Hale,True
2247,Jonathan Smith,137.9981241,Jonathan,Smith,True
2248,Joseph Acosta,268.919015,Joseph,Acosta,True
2249,Samantha Miller,132.4433896,Samantha,Miller,True
2250,John Frazier,162.3474993,John,Frazier,True
2251,Eric Mejia,153.2003299,Eric,Mejia,True
2252,Joshua Rodriguez,71.62611223,Joshua,Rodriguez,False
2253,Lisa Ramirez,79.92352777,Lisa,Ramirez,False
2254,Larry Cox,282.2574802,Larry,Cox,True
2255,Renee Oneal,290.2166083,Renee,Oneal,True
2256,Bryan Espinoza,167.9777676,Bryan,Espinoza,True
2257,Christina Suarez,45.91810137,Christina,Suarez,False
2258,Brandi Flores,171.6510105,Brandi,Flores,True
2259,Jackie Bates,68.06023599,Jackie,Bates,False
2260,Darrell White,23.19444255,Darrell,White,False
2261,James Johnson,78.20993349,James,Johnson,False
2262,Kelly Wood,149.862952,Kelly,Wood,True
2263,Lisa Schultz,153.5860474,Lisa,Schultz,True
2264,James Rodriguez,167.9065608,James,Rodriguez,True
2265,Jessica Hughes,207.030828,Jessica,Hughes,True
2266,Kimberly Reid,231.3275721,Kimberly,Reid,True
2267,William Young,289.4820718,William,Young,True
2268,Robert Zuniga,145.7691688,Robert,Zuniga,True
2269,Caroline Rodriguez,157.9392296,Caroline,Rodriguez,True
2270,Robert Ortega,93.61018537,Robert,Ortega,False
2271,Monique Sharp,107.8493566,Monique,Sharp,True
2272,Antonio Smith,223.1197521,Antonio,Smith,True
2273,Patricia Flynn,13.75673285,Patricia,Flynn,False
2274,Teresa Ruiz,278.5939761,Teresa,Ruiz,True
2275,Madison Mejia,179.6202428,Madison,Mejia,True
2276,Lindsey Santos,173.4378859,Lindsey,Santos,True
2277,Savannah Smith,77.74762702,Savannah,Smith,False
2278,Kimberly Roberts,100.4383016,Kimberly,Roberts,True
2279,David Dominguez,48.63244885,David,Dominguez,False
2280,Brittany Joyce,259.9716349,Brittany,Joyce,True
2281,Diana Bryant,208.5949497,Diana,Bryant,True
2282,James Bailey,116.107083,James,Bailey,True
2283,Mary Perry,79.34102267,Mary,Perry,False
2284,Sarah Baker,68.36279828,Sarah,Baker,False
2285,Teresa Rios,110.0041419,Teresa,Rios,True
2286,Marcus Wilson,284.020802,Marcus,Wilson,True
2287,Rodney Hansen,72.95190219,Rodney,Hansen,False
2288,Crystal Jones,231.171674,Crystal,Jones,True
2289,Frank Gonzalez,78.9251024,Frank,Gonzalez,False
2290,Billy Mcneil,270.4543387,Billy,Mcneil,True
2291,Sabrina Carter,37.81203563,Sabrina,Carter,False
2292,Lisa Smith,116.015239,Lisa,Smith,True
2293,Daniel Gutierrez,177.7281493,Daniel,Gutierrez,True
2294,Jennifer Johnson,248.5666653,Jennifer,Johnson,True
2295,Tammy Harris,292.5367815,Tammy,Harris,True
2296,Aaron Brown,286.970944,Aaron,Brown,True
2297,Dominique Reynolds,35.33069889,Dominique,Reynolds,False
2298,Brad Shaw,77.22657145,Brad,Shaw,False
2299,Jennifer Marks,214.1225675,Jennifer,Marks,True
2300,Sara Scott,63.33845737,Sara,Scott,False
2301,Richard Walker,10.26357238,Richard,Walker,False
2302,Justin Williams,98.36518333,Justin,Williams,False
2303,Richard White,246.0778952,Richard,White,True
2304,Amber Haynes,92.71470824,Amber,Haynes,False
2305,Dale Cunningham,185.2340192,Dale,Cunningham,True
2306,Gina Anderson,180.9704856,Gina,Anderson,True
2307,Amber Gonzalez,104.2042807,Amber,Gonzalez,True
2308,Kathleen Flynn,225.2048309,Kathleen,Flynn,True
2309,Brian Contreras,133.7247424,Brian,Contreras,True
2310,Brittney Cannon,237.0273387,Brittney,Cannon,True
2311,Penny Smith,119.7774211,Penny,Smith,True
2312,Tanya Barajas,154.115135,Tanya,Barajas,True
2313,Valerie Thompson,181.9900267,Valerie,Thompson,True
2314,Ashley Frost,55.18371181,Ashley,Frost,False
2315,Sean Deleon,281.0247667,Sean,Deleon,True
2316,Samantha Rasmussen,167.5538871,Samantha,Rasmussen,True
2317,Gary Hicks,268.5825967,Gary,Hicks,True
2318,David Walker,122.1682647,David,Walker,True
2319,Mary Preston,120.0993495,Mary,Preston,True
2320,Kelly Key,275.1606173,Kelly,Key,True
2321,Tracy Preston,214.1876986,Tracy,Preston,True
2322,Erica Weber,28.0296417,Erica,Weber,False
2323,Amanda Campbell,179.5773151,Amanda,Campbell,True
2324,Tiffany Keller,55.7058622,Tiffany,Keller,False
2325,Pamela Marshall,103.1498794,Pamela,Marshall,True
2326,Dawn Miranda,66.16407449,Dawn,Miranda,False
2327,Anna Butler,57.16781141,Anna,Butler,False
2328,Christopher Martin,16.54291044,Christopher,Martin,False
2329,Vincent Martin,169.3623968,Vincent,Martin,True
2330,Mason George,258.5268771,Mason,George,True
2331,Marissa Avery,275.7309335,Marissa,Avery,True
2332,Maurice Morgan,257.1985604,Maurice,Morgan,True
2333,Sonia Lopez,207.2481926,Sonia,Lopez,True
2334,Mark Richards,187.8888075,Mark,Richards,True
2335,Norma Smith,243.070089,Norma,Smith,True
2336,Brandy Villanueva,210.421182,Brandy,Villanueva,True
2337,David Stevens,217.3939597,David,Stevens,True
2338,Alexis Kim,273.4334913,Alexis,Kim,True
2339,Roy Russo,149.82268,Roy,Russo,True
2340,Tony Crawford,109.7616456,Tony,Crawford,True
2341,Carolyn Richardson,100.4691933,Carolyn,Richardson,True
2342,Alan Reyes,6.140652941,Alan,Reyes,False
2343,Courtney Jensen,142.1727598,Courtney,Jensen,True
2344,Randy Sullivan,75.73432253,Randy,Sullivan,False
2345,Ryan Love,148.0630009,Ryan,Love,True
2346,Kathy Valenzuela,173.5408457,Kathy,Valenzuela,True
2347,Erica Pruitt,212.5520785,Erica,Pruitt,True
2348,Natalie Flores,47.71141376,Natalie,Flores,False
2349,Eileen Thomas,34.08037038,Eileen,Thomas,False
2350,Kimberly Thompson,231.9040724,Kimberly,Thompson,True
2351,Suzanne Hernandez,106.889458,Suzanne,Hernandez,True
2352,William Hopkins,115.8133347,William,Hopkins,True
2353,Martin Compton,86.43104415,Martin,Compton,False
2354,Eric Hicks,144.1125724,Eric,Hicks,True
2355,Madeline Preston,277.7087797,Madeline,Preston,True
2356,Mary Carroll,283.9518427,Mary,Carroll,True
2357,Holly Skinner,119.6838428,Holly,Skinner,True
2358,Lawrence Jones,6.607550303,Lawrence,Jones,False
2359,Tina Norton,184.8126069,Tina,Norton,True
2360,April Jones,43.87704629,April,Jones,False
2361,Jessica Gutierrez,168.4927971,Jessica,Gutierrez,True
2362,Hayley Gibson,10.51878784,Hayley,Gibson,False
2363,Jessica Riggs,120.5747683,Jessica,Riggs,True
2364,Denise Peterson,162.2819289,Denise,Peterson,True
2365,Jerry Brown,268.8242106,Jerry,Brown,True
2366,Margaret Frazier,254.8209469,Margaret,Frazier,True
2367,Ricky Johnson,100.2511703,Ricky,Johnson,True
2368,Sara Romero,3.931396765,Sara,Romero,False
2369,Samuel Reynolds,1.321601458,Samuel,Reynolds,False
2370,Andrew Foley,110.3610057,Andrew,Foley,True
2371,Anthony Gross,104.4300506,Anthony,Gross,True
2372,Lee Barker,216.3364217,Lee,Barker,True
2373,Amanda Li,258.3560628,Amanda,Li,True
2374,Stephanie Davis,246.1360667,Stephanie,Davis,True
2375,Don Rose,185.0807171,Don,Rose,True
2376,Bradley Gibson,44.37564058,Bradley,Gibson,False
2377,Heidi Ortiz,72.5676395,Heidi,Ortiz,False
2378,Malik Clark,172.803059,Malik,Clark,True
2379,Nicole Henderson,188.4701057,Nicole,Henderson,True
2380,Katie Merritt,93.32190104,Katie,Merritt,False
2381,Michelle Hall,235.5891307,Michelle,Hall,True
2382,Amanda Martinez,109.8451354,Amanda,Martinez,True
2383,Kenneth Cortez,43.35799481,Kenneth,Cortez,False
2384,Cindy Lin,191.9161242,Cindy,Lin,True
2385,Christopher Lucas,149.0145447,Christopher,Lucas,True
2386,Veronica Sloan,122.0150809,Veronica,Sloan,True
2387,Duane Alvarez,206.1329996,Duane,Alvarez,True
2388,James Lee,241.7417132,James,Lee,True
2389,Christopher Meza,155.0057081,Christopher,Meza,True
2390,Nathaniel Miller,244.6580051,Nathaniel,Miller,True
2391,Tracy Brown,90.74709889,Tracy,Brown,False
2392,Mariah Cervantes,52.08510319,Mariah,Cervantes,False
2393,Joshua Jones,293.8213216,Joshua,Jones,True
2394,Brenda Jones,264.2708843,Brenda,Jones,True
2395,Jennifer Booker,12.02511321,Jennifer,Booker,False
2396,Seth Castaneda,10.92646812,Seth,Castaneda,False
2397,Rachel Kennedy,161.6721103,Rachel,Kennedy,True
2398,Susan Smith,2.813093506,Susan,Smith,False
2399,Jordan Barnes,71.62466448,Jordan,Barnes,False
2400,Brenda Turner,288.0150336,Brenda,Turner,True
2401,James Stanley,83.01264324,James,Stanley,False
2402,Matthew Brown,24.27117954,Matthew,Brown,False
2403,Christian Little,42.7509127,Christian,Little,False
2404,Thomas Valenzuela,140.6010983,Thomas,Valenzuela,True
2405,Philip Hughes,265.8403027,Philip,Hughes,True
2406,Gary Curry,276.4037536,Gary,Curry,True
2407,Andrea Morrison,268.3671771,Andrea,Morrison,True
2408,Norma Jenkins,257.8816286,Norma,Jenkins,True
2409,Jill Ortiz,168.3387905,Jill,Ortiz,True
2410,Jessica Howell,55.09699628,Jessica,Howell,False
2411,James Henderson,163.5006988,James,Henderson,True
2412,Nicholas Thomas,204.0773565,Nicholas,Thomas,True
2413,Stephanie White,166.833234,Stephanie,White,True
2414,Christopher Greene,36.14365972,Christopher,Greene,False
2415,James Palmer,118.0771682,James,Palmer,True
2416,Christine Cantrell,211.4962787,Christine,Cantrell,True
2417,Christopher Lopez,17.11683357,Christopher,Lopez,False
2418,Sandra Cook,67.45307209,Sandra,Cook,False
2419,Pedro Dunn,116.3981006,Pedro,Dunn,True
2420,Cassandra Gallagher,82.99376863,Cassandra,Gallagher,False
2421,Daniel Guzman,202.3914416,Daniel,Guzman,True
2422,Michael Hunt,19.63313083,Michael,Hunt,False
2423,Leslie Preston,232.9674767,Leslie,Preston,True
2424,Crystal Valdez,36.96034311,Crystal,Valdez,False
2425,Luis Saunders,136.6896047,Luis,Saunders,True
2426,Samantha Golden,18.25944943,Samantha,Golden,False
2427,Brian Woods,207.7238054,Brian,Woods,True
2428,Jay Parker,53.42922382,Jay,Parker,False
2429,Janet Fleming,160.5078275,Janet,Fleming,True
2430,Lance Williams,2.170543081,Lance,Williams,False
2431,Rebecca Brooks,228.4791343,Rebecca,Brooks,True
2432,Sara Oliver,208.4079644,Sara,Oliver,True
2433,Megan Hickman,165.1104102,Megan,Hickman,True
2434,Raymond Davis,217.32736,Raymond,Davis,True
2435,Krystal Miller,219.3866908,Krystal,Miller,True
2436,Brian Christian,197.1047485,Brian,Christian,True
2437,Stephen Doyle,75.62902184,Stephen,Doyle,False
2438,Carl Taylor,271.8752715,Carl,Taylor,True
2439,Kathleen Peterson,279.1604721,Kathleen,Peterson,True
2440,Teresa Mcintosh,204.471543,Teresa,Mcintosh,True
2441,Ashley Hill,221.4989596,Ashley,Hill,True
2442,Andrew Jacobs,226.5094836,Andrew,Jacobs,True
2443,Jeffery Turner,172.146738,Jeffery,Turner,True
2444,Christian Peterson,229.5509836,Christian,Peterson,True
2445,Jason Burgess,288.1309467,Jason,Burgess,True
2446,Crystal Herrera,95.15394812,Crystal,Herrera,False
2447,Brenda Dean,252.0255026,Brenda,Dean,True
2448,Kathleen Allen,148.1759137,Kathleen,Allen,True
2449,Julie Suarez,126.6045221,Julie,Suarez,True
2450,William Lee,219.7081508,William,Lee,True
2451,Paige Sanders,14.77249308,Paige,Sanders,False
2452,Devin Bates,152.2274338,Devin,Bates,True
2453,Patricia Olsen,110.1679882,Patricia,Olsen,True
2454,Becky Hernandez,222.2333333,Becky,Hernandez,True
2455,Marie Lamb,40.27252313,Marie,Lamb,False
2456,Nathan Flores,101.8936459,Nathan,Flores,True
2457,Brandon Gonzalez,60.52303081,Brandon,Gonzalez,False
2458,John Henderson,248.4076042,John,Henderson,True
2459,Samuel Bell,92.53696137,Samuel,Bell,False
2460,Chase Reed,71.9476409,Chase,Reed,False
2461,Timothy Nichols,227.970889,Timothy,Nichols,True
2462,Mitchell Owen,153.7919479,Mitchell,Owen,True
2463,Amy Baker,36.80578714,Amy,Baker,False
2464,Duane Gomez,244.0834338,Duane,Gomez,True
2465,Ashley Caldwell,130.8171695,Ashley,Caldwell,True
2466,Maria Hampton,288.5692027,Maria,Hampton,True
2467,Kathy Schneider,42.12818501,Kathy,Schneider,False
2468,Christopher Johnson,160.177871,Christopher,Johnson,True
2469,Alison Rojas,294.6816429,Alison,Rojas,True
2470,Susan Valdez,60.26333489,Susan,Valdez,False
2471,David Frank,163.051206,David,Frank,True
2472,Jason Conway,139.2688476,Jason,Conway,True
2473,Nathan Reid,233.0631577,Nathan,Reid,True
2474,Amy Klein,35.59591008,Amy,Klein,False
2475,Victoria Johnson,46.62876129,Victoria,Johnson,False
2476,Sara Adams,124.1548865,Sara,Adams,True
2477,Charles Reid,63.79578805,Charles,Reid,False
2478,Angela Davis,266.9483443,Angela,Davis,True
2479,Brittany Nicholson,39.77148045,Brittany,Nicholson,False
2480,William Dunn,225.412815,William,Dunn,True
2481,Jon James,11.05366645,Jon,James,False
2482,Heather Boyle,234.2114192,Heather,Boyle,True
2483,Martin Robinson,45.61899672,Martin,Robinson,False
2484,Lindsay Brewer,152.2561172,Lindsay,Brewer,True
2485,Christopher Mitchell,122.2296097,Christopher,Mitchell,True
2486,Renee Martin,103.8007634,Renee,Martin,True
2487,Nathaniel Kelly,278.6711932,Nathaniel,Kelly,True
2488,Jesus Martinez,1.741610191,Jesus,Martinez,False
2489,Mark Kim,260.9460802,Mark,Kim,True
2490,Kimberly Mccullough,175.7063953,Kimberly,Mccullough,True
2491,Kevin Richardson,233.3962134,Kevin,Richardson,True
2492,Kim Kramer,159.7285379,Kim,Kramer,True
2493,Shelly Warren,223.9957527,Shelly,Warren,True
2494,Keith Parker,165.2856722,Keith,Parker,True
2495,Rebecca Pearson,34.08557462,Rebecca,Pearson,False
2496,Thomas Turner,102.5115671,Thomas,Turner,True
2497,Ernest Blake,279.7736437,Ernest,Blake,True
2498,Kimberly Aguilar,254.503909,Kimberly,Aguilar,True
2499,Parker Chandler,105.0988489,Parker,Chandler,True
2500,Patricia Jordan,293.1542586,Patricia,Jordan,True
2501,Edward Pearson,186.5174652,Edward,Pearson,True
2502,Thomas Guzman,35.01257377,Thomas,Guzman,False
2503,Christina Lewis,276.7217628,Christina,Lewis,True
2504,Nicole Green,173.7777278,Nicole,Green,True
2505,Sandra Ayers,203.8614101,Sandra,Ayers,True
2506,Kimberly Gould,116.9645689,Kimberly,Gould,True
2507,Cory Johnson,290.1908301,Cory,Johnson,True
2508,Lisa Butler,33.22539775,Lisa,Butler,False
2509,Stephanie Gomez,134.8962191,Stephanie,Gomez,True
2510,Dennis Figueroa,293.5063554,Dennis,Figueroa,True
2511,Michelle Spencer,296.9458364,Michelle,Spencer,True
2512,Austin Zuniga,189.9701356,Austin,Zuniga,True
2513,Sarah Mora,152.0602036,Sarah,Mora,True
2514,David Brown,222.4466494,David,Brown,True
2515,Regina Smith,104.488275,Regina,Smith,True
2516,John Gardner,90.71613517,John,Gardner,False
2517,Melissa Levy,101.5050273,Melissa,Levy,True
2518,Brandon Powell,12.1046252,Brandon,Powell,False
2519,Vanessa Alvarez,160.5638252,Vanessa,Alvarez,True
2520,Michael Wu,26.41273072,Michael,Wu,False
2521,Jenny Fox,289.1982327,Jenny,Fox,True
2522,Elizabeth Cole,111.4431733,Elizabeth,Cole,True
2523,Justin Holmes,279.0448103,Justin,Holmes,True
2524,Steve Carey,266.7866531,Steve,Carey,True
2525,Ryan Miller,240.0594432,Ryan,Miller,True
2526,Alvin Blair,212.2618704,Alvin,Blair,True
2527,John Pearson,106.2357684,John,Pearson,True
2528,Marcus Mejia,164.1050274,Marcus,Mejia,True
2529,Antonio Simon,103.8962515,Antonio,Simon,True
2530,Maria Mccall,244.0777072,Maria,Mccall,True
2531,Linda Robinson,33.16893391,Linda,Robinson,False
2532,Emily Rodriguez,124.8103967,Emily,Rodriguez,True
2533,Samantha Morrison,68.09438499,Samantha,Morrison,False
2534,Johnny Clark,11.42250221,Johnny,Clark,False
2535,Brandon Hanson,129.2842923,Brandon,Hanson,True
2536,Dana Mcclain,127.6452244,Dana,Mcclain,True
2537,Christine Ramos,94.47688435,Christine,Ramos,False
2538,Lisa Holloway,220.8854738,Lisa,Holloway,True
2539,Melissa Gibson,166.7242068,Melissa,Gibson,True
2540,Michael Fernandez,200.3551632,Michael,Fernandez,True
2541,Karen Woods,153.6317697,Karen,Woods,True
2542,Kimberly Stone,235.9922733,Kimberly,Stone,True
2543,Alexander Cook,214.5809698,Alexander,Cook,True
2544,Adam Jones,66.05270665,Adam,Jones,False
2545,Michelle Hale,160.332909,Michelle,Hale,True
2546,Dawn Perez,221.7845339,Dawn,Perez,True
2547,Michael Smith,269.7764571,Michael,Smith,True
2548,Pamela Willis,258.6407833,Pamela,Willis,True
2549,Tracy Coleman,65.24906648,Tracy,Coleman,False
2550,Amanda Jones,61.84863952,Amanda,Jones,False
2551,Alexis Bradford,184.4562198,Alexis,Bradford,True
2552,Eric Elliott,272.0600434,Eric,Elliott,True
2553,Richard Tucker,2.106609758,Richard,Tucker,False
2554,Elizabeth Andersen,7.886266805,Elizabeth,Andersen,False
2555,Rhonda White,221.1733665,Rhonda,White,True
2556,Annette Kaufman,200.003827,Annette,Kaufman,True
2557,Kenneth Brown,260.5486352,Kenneth,Brown,True
2558,Joshua Brown,151.7365522,Joshua,Brown,True
2559,Monique Thompson,229.1693307,Monique,Thompson,True
2560,Tammy Anderson,246.6641717,Tammy,Anderson,True
2561,Robert Foster,23.9205959,Robert,Foster,False
2562,Destiny Lutz,93.7962228,Destiny,Lutz,False
2563,Phillip White,252.4260402,Phillip,White,True
2564,Jeffrey Reeves,237.8640463,Jeffrey,Reeves,True
2565,Michelle Dodson,25.13036482,Michelle,Dodson,False
2566,Brandy Allen,141.1964105,Brandy,Allen,True
2567,Stephanie Decker,188.2798449,Stephanie,Decker,True
2568,Deborah Carter,157.0933645,Deborah,Carter,True
2569,Donna Lloyd,129.2668984,Donna,Lloyd,True
2570,Jason Brown,179.5356747,Jason,Brown,True
2571,Michelle Keller,255.2075003,Michelle,Keller,True
2572,Loretta Haynes,26.40453589,Loretta,Haynes,False
2573,Ryan Vaughn,174.7084888,Ryan,Vaughn,True
2574,Dan Smith,33.04343359,Dan,Smith,False
2575,Alex Brown,231.2045332,Alex,Brown,True
2576,Ethan Lee,22.86368908,Ethan,Lee,False
2577,Jose Martinez,72.80481604,Jose,Martinez,False
2578,Stacey Yates,196.3324196,Stacey,Yates,True
2579,Alejandra Strickland,238.5211626,Alejandra,Strickland,True
2580,Paula Gregory,63.86627777,Paula,Gregory,False
2581,Joseph Lozano,288.2552215,Joseph,Lozano,True
2582,Dean Thomas,291.9138486,Dean,Thomas,True
2583,Sue Lee,229.6867408,Sue,Lee,True
2584,Anna Long,282.5645113,Anna,Long,True
2585,Madison Richardson,231.6005976,Madison,Richardson,True
2586,Kelly Buchanan,190.7070828,Kelly,Buchanan,True
2587,Robert Brown,216.259389,Robert,Brown,True
2588,Felicia Sawyer,137.9030061,Felicia,Sawyer,True
2589,Julian Edwards,150.3449245,Julian,Edwards,True
2590,David Salazar,77.45842821,David,Salazar,False
2591,Annette Watson,76.7825944,Annette,Watson,False
2592,Joshua Williams,177.5164745,Joshua,Williams,True
2593,Daniel Yoder,119.2342859,Daniel,Yoder,True
2594,Daniel Nelson,98.27456386,Daniel,Nelson,False
2595,Gary White,271.019816,Gary,White,True
2596,Jason Campbell,273.3106244,Jason,Campbell,True
2597,Elizabeth Watson,86.42236772,Elizabeth,Watson,False
2598,Kenneth Wright,182.4366238,Kenneth,Wright,True
2599,Robert Perez,239.5851297,Robert,Perez,True
2600,David Clark,23.0325238,David,Clark,False
2601,Beverly Leon,106.1063763,Beverly,Leon,True
2602,Robert Wright,50.0234143,Robert,Wright,False
2603,James Thomas,86.77348735,James,Thomas,False
2604,Derrick Wells,181.4218065,Derrick,Wells,True
2605,Devin Neal,86.96007678,Devin,Neal,False
2606,Linda Baker,147.1263919,Linda,Baker,True
2607,Amanda Ray,137.8128328,Amanda,Ray,True
2608,Bruce Williams,71.30022792,Bruce,Williams,False
2609,Amy Castillo,249.5469844,Amy,Castillo,True
2610,Kyle Turner,161.1618002,Kyle,Turner,True
2611,Steven Mason,111.8827068,Steven,Mason,True
2612,Kimberly Kelly,240.4231917,Kimberly,Kelly,True
2613,Melissa Ellis,98.58946201,Melissa,Ellis,False
2614,Kelli Olson,237.5734494,Kelli,Olson,True
2615,Mark Mcmillan,214.1569316,Mark,Mcmillan,True
2616,Erin Bautista,77.6242888,Erin,Bautista,False
2617,Joseph Holt,84.95214506,Joseph,Holt,False
2618,Dean Foster,275.7451504,Dean,Foster,True
2619,Luis Smith,232.2317515,Luis,Smith,True
2620,Nicholas Hughes,119.2977956,Nicholas,Hughes,True
2621,Alexis Marshall,135.4593376,Alexis,Marshall,True
2622,Nathan Jones,156.5333442,Nathan,Jones,True
2623,Debra Jordan,96.86625469,Debra,Jordan,False
2624,Billy Rose,13.66865285,Billy,Rose,False
2625,Amber Stephens,288.2365496,Amber,Stephens,True
2626,Sandra Williamson,58.32246701,Sandra,Williamson,False
2627,Mikayla Wiggins,171.0312758,Mikayla,Wiggins,True
2628,Wesley Lowery,71.51598238,Wesley,Lowery,False
2629,Brandon Cruz,268.4069694,Brandon,Cruz,True
2630,Tracy York,133.9126496,Tracy,York,True
2631,Jessica Adams,169.2223021,Jessica,Adams,True
2632,Diana Flores,140.9103144,Diana,Flores,True
2633,Anthony Brooks,56.34749333,Anthony,Brooks,False
2634,Joan Cruz,153.9731859,Joan,Cruz,True
2635,Lauren Ray,235.5282522,Lauren,Ray,True
2636,Becky Reid,222.1800929,Becky,Reid,True
2637,Robert Fisher,174.6666517,Robert,Fisher,True
2638,Christopher Clark,206.7775415,Christopher,Clark,True
2639,Leah Palmer,82.10118057,Leah,Palmer,False
2640,Erin Campbell,223.7648021,Erin,Campbell,True
2641,Michael Smith,190.5819912,Michael,Smith,True
2642,Carolyn Gonzalez,35.19868853,Carolyn,Gonzalez,False
2643,Evan Jackson,250.4831534,Evan,Jackson,True
2644,Corey Mitchell,229.272452,Corey,Mitchell,True
2645,Wesley Shaw,78.19470358,Wesley,Shaw,False
2646,Angela Lopez,123.473429,Angela,Lopez,True
2647,Mariah Jones,7.586662029,Mariah,Jones,False
2648,Melissa Yates,191.7388305,Melissa,Yates,True
2649,Pamela Boyd,42.57642339,Pamela,Boyd,False
2650,Chad Hill,237.3886818,Chad,Hill,True
2651,Dalton Marshall,44.79388508,Dalton,Marshall,False
2652,Megan Davis,185.4160533,Megan,Davis,True
2653,Jay Hunt,11.93981724,Jay,Hunt,False
2654,Craig Brady,114.0308021,Craig,Brady,True
2655,James Cooper,162.9563775,James,Cooper,True
2656,Timothy Cabrera,246.8016085,Timothy,Cabrera,True
2657,Jeremy Lewis,3.085548783,Jeremy,Lewis,False
2658,Justin Kemp,238.3356701,Justin,Kemp,True
2659,Sean Roach,288.9094841,Sean,Roach,True
2660,Jeffery Steele,116.5865443,Jeffery,Steele,True
2661,Albert Sellers,70.52448058,Albert,Sellers,False
2662,Jennifer Snyder,252.1510533,Jennifer,Snyder,True
2663,John Scott,54.0948882,John,Scott,False
2664,Gabrielle Brown,125.2778312,Gabrielle,Brown,True
2665,Devon Ramsey,151.3679071,Devon,Ramsey,True
2666,Linda Palmer,259.9650837,Linda,Palmer,True
2667,Laura Vargas,19.47538112,Laura,Vargas,False
2668,Felicia Stewart,271.3900354,Felicia,Stewart,True
2669,Jennifer Garza,288.0417712,Jennifer,Garza,True
